timestamp,source_id,source_name,predicted_best_id,predicted_best_name,true_best_id,true_best_name,match,mutation_count,mutation_rate,n_ants,n_iterations,alpha,beta,rho
2026-06-29T19:02:24,3,node-us-west-01,3,node-us-west-01,1,node-us-east-01,0,25,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,4,node-eu-west-01,4,node-eu-west-01,3,node-us-west-01,0,23,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,2,node-us-east-02,2,node-us-east-02,3,node-us-west-01,0,10,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,4,node-eu-west-01,4,node-eu-west-01,3,node-us-west-01,0,32,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,26,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,7,node-ap-se-01,8,node-ap-se-02,3,node-us-west-01,0,20,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,33,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,26,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,8,node-ap-se-02,8,node-ap-se-02,5,node-eu-west-02,0,17,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,7,node-ap-se-01,7,node-ap-se-01,3,node-us-west-01,0,17,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,4,node-eu-west-01,4,node-eu-west-01,3,node-us-west-01,0,37,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,4,node-eu-west-01,4,node-eu-west-01,3,node-us-west-01,0,30,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,13,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,16,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,16,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,3,node-us-west-01,3,node-us-west-01,1,node-us-east-01,0,16,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,31,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,17,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,21,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:24,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,17,0.05,20,50,1.0,2.5,0.3
2026-06-29T19:02:39,2,node-us-east-02,2,node-us-east-02,3,node-us-west-01,0,42,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:39,2,node-us-east-02,2,node-us-east-02,3,node-us-west-01,0,43,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:39,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,37,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:39,3,node-us-west-01,3,node-us-west-01,1,node-us-east-01,0,67,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:39,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,77,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:39,8,node-ap-se-02,8,node-ap-se-02,5,node-eu-west-02,0,41,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:39,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,66,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:39,7,node-ap-se-01,7,node-ap-se-01,3,node-us-west-01,0,54,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:39,1,node-us-east-01,1,node-us-east-01,3,node-us-west-01,0,56,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,2,node-us-east-02,2,node-us-east-02,3,node-us-west-01,0,33,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,3,node-us-west-01,3,node-us-west-01,1,node-us-east-01,0,63,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,1,node-us-east-01,1,node-us-east-01,3,node-us-west-01,0,70,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,3,node-us-west-01,3,node-us-west-01,1,node-us-east-01,0,79,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,32,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,39,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,70,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,7,node-ap-se-01,8,node-ap-se-02,3,node-us-west-01,0,45,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,64,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,1,node-us-east-01,1,node-us-east-01,3,node-us-west-01,0,72,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,4,node-eu-west-01,4,node-eu-west-01,3,node-us-west-01,0,63,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,3,node-us-west-01,3,node-us-west-01,1,node-us-east-01,0,60,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,61,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,1,node-us-east-01,1,node-us-east-01,3,node-us-west-01,0,59,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,2,node-us-east-02,2,node-us-east-02,3,node-us-west-01,0,39,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,1,node-us-east-01,1,node-us-east-01,3,node-us-west-01,0,66,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,7,node-ap-se-01,7,node-ap-se-01,3,node-us-west-01,0,52,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:40,8,node-ap-se-02,8,node-ap-se-02,5,node-eu-west-02,0,51,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:41,1,node-us-east-01,1,node-us-east-01,3,node-us-west-01,0,58,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:41,4,node-eu-west-01,4,node-eu-west-01,3,node-us-west-01,0,72,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:41,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,34,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:41,7,node-ap-se-01,7,node-ap-se-01,3,node-us-west-01,0,52,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:41,2,node-us-east-02,2,node-us-east-02,3,node-us-west-01,0,33,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:41,4,node-eu-west-01,4,node-eu-west-01,3,node-us-west-01,0,75,0.08,26,55,1.0,2.5,0.3
2026-06-29T19:02:41,7,node-ap-se-01,7,node-ap-se-01,3,node-us-west-01,0,49,0.08,26,55,1.0,2.5,0.3
2026-06-30T19:22:07,3,node-us-west-01,3,node-us-west-01,1,node-us-east-01,0,75,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:07,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,39,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:07,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,38,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:07,3,node-us-west-01,3,node-us-west-01,1,node-us-east-01,0,66,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:07,3,node-us-west-01,3,node-us-west-01,1,node-us-east-01,0,66,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:07,8,node-ap-se-02,8,node-ap-se-02,5,node-eu-west-02,0,44,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,72,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,4,node-eu-west-01,4,node-eu-west-01,3,node-us-west-01,0,53,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,3,node-us-west-01,3,node-us-west-01,1,node-us-east-01,0,62,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,1,node-us-east-01,1,node-us-east-01,3,node-us-west-01,0,47,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,2,node-us-east-02,2,node-us-east-02,3,node-us-west-01,0,39,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,5,node-eu-west-02,5,node-eu-west-02,3,node-us-west-01,0,30,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,59,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,87,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,68,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,8,node-ap-se-02,8,node-ap-se-02,5,node-eu-west-02,0,49,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,6,node-ap-south-01,6,node-ap-south-01,3,node-us-west-01,0,64,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,7,node-ap-se-01,4,node-eu-west-01,3,node-us-west-01,0,42,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,1,node-us-east-01,1,node-us-east-01,3,node-us-west-01,0,50,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,4,node-eu-west-01,4,node-eu-west-01,3,node-us-west-01,0,63,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,1,node-us-east-01,1,node-us-east-01,3,node-us-west-01,0,56,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,3,node-us-west-01,3,node-us-west-01,1,node-us-east-01,0,67,0.12,20,45,1.0,2.5,0.3
2026-06-30T19:22:08,2,node-us-east-02,2,node-us-east-02,3,node-us-west-01,0,38,0.12,20,45,1.0,2.5,0.3
